"","topic","term","beta"
"142",18,"project",0.00169211026369017
"143",19,"project",0.00158196462957817
"144",20,"project",0.0137060881922207
"145",21,"project",0.0063235924279346
"146",22,"project",0.00257234190702138
"147",23,"project",0.000904614820766919
"148",24,"project",0.00235482585136561
"149",25,"project",6.72439742469321e-06
"150",26,"project",0.0002470823769442
"151",27,"project",1.66955322756851e-05
"152",28,"project",0.00681338487218328
"153",29,"project",0.00638520149787505
"154",30,"project",0.0014212499472019
"155",31,"project",0.00271702271854883
"156",1,"org",4.8601977467771e-06
"157",2,"org",5.02309303165769e-05
"158",3,"org",6.45325024885483e-06
"159",4,"org",0.016633710683793
"160",5,"org",6.52696881463085e-06
"161",6,"org",0.0166286576477169
"162",7,"org",1.48618724246396e-05
"163",8,"org",1.39381844541269e-05
"164",9,"org",1.02197859932769e-05
"165",10,"org",9.81395132022756e-06
"166",11,"org",9.02988409216573e-06
"167",12,"org",1.038051743018e-05
"168",13,"org",7.72844535762875e-06
"169",14,"org",1.27062003533435e-05
"170",15,"org",6.21097251711676e-06
"171",16,"org",1.02266113537318e-05
"172",17,"org",7.64723815871896e-06
"173",18,"org",1.28568390823706e-05
"174",19,"org",9.26234876513325e-06
"175",20,"org",8.75381180164409e-06
"176",21,"org",5.24675067494919e-06
"177",22,"org",1.18097339703061e-05
"178",23,"org",1.26465943965651e-05
"179",24,"org",1.42224772334581e-05
"180",25,"org",6.72439742469321e-06
"181",26,"org",7.63854050951541e-06
"182",27,"org",0.00032198395813187
"183",28,"org",9.9786976162956e-06
"184",29,"org",1.35508774837099e-05
"185",30,"org",1.73367044972899e-05
"186",31,"org",9.86987035304054e-06
"187",1,"springframework",4.8601977467771e-06
"188",2,"springframework",1.39057808295589e-05
"189",3,"springframework",6.45325024885483e-06
"190",4,"springframework",0.0148836137964333
"191",5,"springframework",6.52696881463085e-06
"192",6,"springframework",1.6734944444499e-05
"193",7,"springframework",1.48618724246396e-05
"194",8,"springframework",1.39381844541269e-05
"195",9,"springframework",1.02197859932769e-05
"196",10,"springframework",9.81395132022756e-06
"197",11,"springframework",9.02988409216573e-06
"198",12,"springframework",1.038051743018e-05
"199",13,"springframework",7.72844535762875e-06
"200",14,"springframework",1.27062003533435e-05
"201",15,"springframework",6.21097251711676e-06
"202",16,"springframework",1.02266113537318e-05
"203",17,"springframework",7.64723815871896e-06
"204",18,"springframework",1.28568390823706e-05
"205",19,"springframework",9.26234876513325e-06
"206",20,"springframework",8.75381180164409e-06
"207",21,"springframework",5.24675067494919e-06
"208",22,"springframework",1.18097339703061e-05
"209",23,"springframework",1.26465943965651e-05
"210",24,"springframework",1.42224772334581e-05
"211",25,"springframework",6.72439742469321e-06
"212",26,"springframework",7.63854050951541e-06
"213",27,"springframework",1.66955322756851e-05
"214",28,"springframework",9.9786976162956e-06
"215",29,"springframework",1.35508774837099e-05
"216",30,"springframework",1.73367044972899e-05
"217",31,"springframework",9.86987035304054e-06
"218",1,"web",0.00564187194576115
"219",2,"web",0.000159206378777631
"220",3,"web",6.45325024885483e-06
"221",4,"web",0.00297888496962606
"222",5,"web",2.3576936795184e-05
"223",6,"web",0.00150306487052676
"224",7,"web",9.25072407932344e-05
"225",8,"web",0.00431029403310315
"226",9,"web",0.00687121245010122
"227",10,"web",0.00585489821625979
"228",11,"web",0.00465589891095195
"229",12,"web",0.0116704056804194
"230",13,"web",7.72844535762875e-06
"231",14,"web",1.27062003533435e-05
"232",15,"web",0.00161243764062196
"233",16,"web",0.00038422679660936
"234",17,"web",2.76236114874151e-05
"235",18,"web",1.28568390823706e-05
"236",19,"web",0.00201748218426485
"237",20,"web",0.00867534768522208
"238",21,"web",0.00467890374838762
"239",22,"web",1.18097339703061e-05
"240",23,"web",0.00344837605893422
"241",24,"web",0.0046211243564777
"242",25,"web",0.000410735443412571
"243",26,"web",0.00357934243399355
"244",27,"web",0.000583659751722885
"245",28,"web",0.0162234600791514
"246",29,"web",0.000225939231496755
"247",30,"web",1.73367044972899e-05
"248",31,"web",9.86987035304054e-06
"249",1,"client",0.0085492496266064
"250",2,"client",1.39057808295589e-05
"251",3,"client",6.45325024885483e-06
"252",4,"client",0.00623487917866737
"253",5,"client",0.000824925431881184
"254",6,"client",0.0112953561482452
"255",7,"client",0.000286620661714721
"256",8,"client",5.0347979781661e-05
"257",9,"client",0.0225954329915782
"258",10,"client",0.00993107540102027
"259",11,"client",0.00590607179635078
"260",12,"client",0.00462015790744918
"261",13,"client",7.72844535762875e-06
"262",14,"client",0.00303313860859428
"263",15,"client",0.00261835737216237
"264",16,"client",3.69409103005624e-05
"265",17,"client",0.0021451191843292
"266",18,"client",0.0115661204003841
"267",19,"client",0.0157120897371907
"268",20,"client",8.75381180164409e-06
"269",21,"client",4.63639676636237e-05
"270",22,"client",0.0138633632966201
"271",23,"client",0.000706399659351285
"272",24,"client",0.0137977756804561
"273",25,"client",0.00162276858137621
"274",26,"client",0.00379883261739201
"275",27,"client",0.00315680505536787
"276",28,"client",0.00219958068483325
"277",29,"client",0.000119745054490232
"278",30,"client",0.00604057739093964
"279",31,"client",0.00449600887593463
"280",1,"exception",4.8601977467771e-06
"281",2,"exception",1.39057808295589e-05
"282",3,"exception",0.000984182325999354
"283",4,"exception",0.0166744106114061
"284",5,"exception",6.52696881463085e-06
"285",6,"exception",0.00154678045658801
"286",7,"exception",9.25072407932344e-05
"287",8,"exception",1.39381844541269e-05
"288",9,"exception",0.000757720932277411
"289",10,"exception",9.81395132022756e-06
"290",11,"exception",3.26180517412002e-05
"291",12,"exception",1.038051743018e-05
"292",13,"exception",7.72844535762875e-06
"293",14,"exception",0.0287566014260308
"294",15,"exception",2.24354843161556e-05
"295",16,"exception",1.02266113537318e-05
"296",17,"exception",4.75999848161111e-05
"297",18,"exception",1.28568390823706e-05
"298",19,"exception",0.000783515779319242
"299",20,"exception",0.000260290837151577
"300",21,"exception",5.24675067494919e-06
"301",22,"exception",0.00337443632267593
"302",23,"exception",7.87183148684431e-05
"303",24,"exception",1.42224772334581e-05
"304",25,"exception",2.42900950763401e-05
"305",26,"exception",2.75921935457391e-05
"306",27,"exception",1.66955322756851e-05
"307",28,"exception",9.9786976162956e-06
"308",29,"exception",1.35508774837099e-05
"309",30,"exception",6.26242284555031e-05
"310",31,"exception",9.86987035304054e-06
"311",1,"occur",4.8601977467771e-06
"312",2,"occur",1.39057808295589e-05
"313",3,"occur",0.0012201858960081
"314",4,"occur",0.00100493848039477
"315",5,"occur",0.000330476360445142
"316",6,"occur",0.0003227440468732
"317",7,"occur",1.48618724246396e-05
"318",8,"occur",1.39381844541269e-05
"319",9,"occur",0.00169209736513258
"320",10,"occur",9.81395132022756e-06
"321",11,"occur",9.02988409216573e-06
"322",12,"occur",1.038051743018e-05
"323",13,"occur",7.72844535762875e-06
"324",14,"occur",0.00303313860859428
"325",15,"occur",6.21097251711676e-06
"326",16,"occur",9.03695081942236e-05
"327",17,"occur",4.75999848161111e-05
"328",18,"occur",0.000281537387019619
"329",19,"occur",0.00138840127193964
"330",20,"occur",0.00103776891550592
"331",21,"occur",5.24675067494919e-06
"332",22,"occur",0.000844753934842341
"333",23,"occur",0.000640327938879407
"334",24,"occur",1.42224772334581e-05
"335",25,"occur",0.000639089512883981
"336",26,"occur",7.63854050951541e-06
"337",27,"occur",0.000583659751722885
"338",28,"occur",9.9786976162956e-06
"339",29,"occur",0.000296735349501103
"340",30,"occur",1.73367044972899e-05
"341",31,"occur",0.00124742545809969
"342",1,"follow",0.00169342452767
"343",2,"follow",0.00281094229132994
"344",3,"follow",0.00187762441246102
"345",4,"follow",0.00739482711563834
"346",5,"follow",0.00102952504764782
"347",6,"follow",6.04505305057421e-05
"348",7,"follow",0.00222775487092959
"349",8,"follow",0.000778543886332343
"350",9,"follow",0.000944596218848444
"351",10,"follow",0.00113781266911558
"352",11,"follow",0.000976144757702579
"353",12,"follow",0.00166447711031935
"354",13,"follow",0.00218808704059072
"355",14,"follow",0.00233611574515407
"356",15,"follow",0.00140151898723446
"357",16,"follow",0.00222751342394067
"358",17,"follow",0.00140599337116745
"359",18,"follow",0.00387513971568032
"360",19,"follow",0.00404989743946939
"361",20,"follow",0.00412481422661874
"362",21,"follow",0.00125246899933141
"363",22,"follow",0.00241809298093396
"364",23,"follow",0.0017305113266654
"365",24,"follow",0.00428675244588739
"366",25,"follow",0.00146467730251138
"367",26,"follow",7.63854050951541e-06
"368",27,"follow",0.00184842608741279
"369",28,"follow",0.00081804609766065
"370",29,"follow",0.00224362859462068
"371",30,"follow",0.00545183957948287
"372",31,"follow",0.00186620325197301
"373",1,"guide",0.000131819921801155
"374",2,"guide",0.000922034518005009
"375",3,"guide",5.70254438221566e-05
"376",4,"guide",0.00204278663452669
"377",5,"guide",4.06269047757373e-05
"378",6,"guide",1.6734944444499e-05
"379",7,"guide",1.48618724246396e-05
"380",8,"guide",0.000123167570436729
"381",9,"guide",1.02197859932769e-05
"382",10,"guide",9.81395132022756e-06
"383",11,"guide",0.000126970722337338
"384",12,"guide",0.00101368500819902
"385",13,"guide",0.000754703149280076
"386",14,"guide",1.27062003533435e-05
"387",15,"guide",5.48845079142332e-05
"388",16,"guide",0.00081165557975865
"389",17,"guide",7.64723815871896e-06
"390",18,"guide",0.00112116409932352
"391",19,"guide",0.00112225165518667
"392",20,"guide",0.000351758846369735
"393",21,"guide",0.00134840917230498
"394",22,"guide",0.000196908445275203
"395",23,"guide",0.00123497342312631
"396",24,"guide",0.00138886255410472
"397",25,"guide",6.72439742469321e-06
"398",26,"guide",0.000227128723907976
"399",27,"guide",1.66955322756851e-05
"400",28,"guide",9.9786976162956e-06
"401",29,"guide",4.8948936485884e-05
"402",30,"guide",0.000741937087828701
"403",31,"guide",0.000138781910743316
"404",1,"springboot",4.8601977467771e-06
"405",2,"springboot",8.65560798035949e-05
"406",3,"springboot",6.45325024885483e-06
"407",4,"springboot",0.00535983073498752
"408",5,"springboot",5.76768727562905e-05
"409",6,"springboot",1.6734944444499e-05
"410",7,"springboot",0.000247797977530424
"411",8,"springboot",0.00154314958821056
"412",9,"springboot",1.02197859932769e-05
"413",10,"springboot",0.000163631958292321
"414",11,"springboot",9.02988409216573e-06
"415",12,"springboot",1.038051743018e-05
"416",13,"springboot",6.82939618918813e-05
"417",14,"springboot",1.27062003533435e-05
"418",15,"springboot",6.21097251711676e-06
"419",16,"springboot",1.02266113537318e-05
"420",17,"springboot",7.64723815871896e-06
"421",18,"springboot",0.000113612044558839
"422",19,"springboot",9.26234876513325e-06
"423",20,"springboot",8.75381180164409e-06
"424",21,"springboot",5.24675067494919e-06
"425",22,"springboot",0.0052254234357249
"426",23,"springboot",1.26465943965651e-05
"427",24,"springboot",0.00372946592823687
"428",25,"springboot",4.18557927279869e-05
"429",26,"springboot",7.63854050951541e-06
"430",27,"springboot",1.66955322756851e-05
"431",28,"springboot",9.9786976162956e-06
"432",29,"springboot",1.35508774837099e-05
"433",30,"springboot",0.0027798756659483
"434",31,"springboot",9.86987035304054e-06
"435",1,"error",1.75561701522149e-05
"436",2,"error",5.02309303165769e-05
"437",3,"error",0.0014224746703013
"438",4,"error",0.021395602214516
"439",5,"error",6.52696881463085e-06
"440",6,"error",0.00303311038267027
"441",7,"error",0.00281009513369405
"442",8,"error",0.00150673979288303
"443",9,"error",0.00161200795660214
"444",10,"error",9.81395132022756e-06
"445",11,"error",0.00114126193124582
"446",12,"error",0.000444241918843733
"447",13,"error",0.000593195105188736
"448",14,"error",0.00309952173844573
"449",15,"error",6.21097251711676e-06
"450",16,"error",0.000170512405034716
"451",17,"error",7.64723815871896e-06
"452",18,"error",0.000348707524003931
"453",19,"error",0.0202124378022864
"454",20,"error",0.00675451949164077
"455",21,"error",5.24675067494919e-06
"456",22,"error",0.00553392128789972
"457",23,"error",0.00516624079120306
"458",24,"error",0.000125679780763561
"459",25,"error",6.72439742469321e-06
"460",26,"error",0.000267036029980423
"461",27,"error",1.66955322756851e-05
"462",28,"error",9.9786976162956e-06
"463",29,"error",0.000367531467505451
"464",30,"error",0.0146452069430001
"465",31,"error",9.86987035304054e-06
"466",1,"tool",4.8601977467771e-06
"467",2,"tool",0.00132161116236221
"468",3,"tool",6.45325024885483e-06
"469",4,"tool",7.79025387586893e-06
"470",5,"tool",0.000739675591978418
"471",6,"tool",0.0040822844481401
"472",7,"tool",1.48618724246396e-05
"473",8,"tool",0.0095897143555956
"474",9,"tool",0.00054414917619623
"475",10,"tool",0.00226581138691093
"476",11,"tool",9.02988409216573e-06
"477",12,"tool",0.00424052918121232
"478",13,"tool",0.002975438755536
"479",14,"tool",4.58977652790681e-05
"480",15,"tool",0.00175845824681331
"481",16,"tool",0.000117083807141054
"482",17,"tool",7.64723815871896e-06
"483",18,"tool",0.0064947750580685
"484",19,"tool",9.26234876513325e-06
"485",20,"tool",0.00197531600999203
"486",21,"tool",0.00265045437694634
"487",22,"tool",1.18097339703061e-05
"488",23,"tool",0.00103675826171068
"489",24,"tool",0.00387807566627701
"490",25,"tool",6.72439742469321e-06
"491",26,"tool",0.00212272576234923
"492",27,"tool",1.66955322756851e-05
"493",28,"tool",0.00102657962025274
"494",29,"tool",0.000190541172494581
"495",30,"tool",1.73367044972899e-05
"496",31,"tool",0.00189198566005107
"497",1,"docker",4.8601977467771e-06
"498",2,"docker",0.000776733920056937
"499",3,"docker",6.45325024885483e-06
"500",4,"docker",7.79025387586893e-06
"501",5,"docker",6.52696881463085e-06
"502",6,"docker",0.0319291127691519
"503",7,"docker",1.48618724246396e-05
"504",8,"docker",1.39381844541269e-05
"505",9,"docker",1.02197859932769e-05
"506",10,"docker",9.81395132022756e-06
"507",11,"docker",9.02988409216573e-06
"508",12,"docker",1.038051743018e-05
"509",13,"docker",2.79169508690462e-05
"510",14,"docker",1.27062003533435e-05
"511",15,"docker",6.21097251711676e-06
"512",16,"docker",0.0244270958487569
"513",17,"docker",7.64723815871896e-06
"514",18,"docker",4.64419075745267e-05
"515",19,"docker",9.26234876513325e-06
"516",20,"docker",0.0913166940138274
"517",21,"docker",5.24675067494919e-06
"518",22,"docker",1.18097339703061e-05
"519",23,"docker",1.26465943965651e-05
"520",24,"docker",1.42224772334581e-05
"521",25,"docker",6.72439742469321e-06
"522",26,"docker",7.63854050951541e-06
"523",27,"docker",6.03081645408543e-05
"524",28,"docker",9.9786976162956e-06
"525",29,"docker",1.35508774837099e-05
"526",30,"docker",1.73367044972899e-05
"527",31,"docker",9.86987035304054e-06
"528",1,"window",4.8601977467771e-06
"529",2,"window",1.39057808295589e-05
"530",3,"window",7.38828416799237e-05
"531",4,"window",0.000374089602393016
"532",5,"window",6.52696881463085e-06
"533",6,"window",0.000104166116566985
"534",7,"window",0.000131329924977532
"535",8,"window",1.39381844541269e-05
"536",9,"window",0.000944596218848444
"537",10,"window",3.54502858155765e-05
"538",11,"window",9.02988409216573e-06
"539",12,"window",1.038051743018e-05
"540",13,"window",7.72844535762875e-06
"541",14,"window",1.27062003533435e-05
"542",15,"window",6.21097251711676e-06
"543",16,"window",1.02266113537318e-05
"544",17,"window",0.000247363718103072
"545",18,"window",0.000113612044558839
"546",19,"window",9.26234876513325e-06
"547",20,"window",0.0193999717660511
"548",21,"window",3.26582286673988e-05
"549",22,"window",1.18097339703061e-05
"550",23,"window",0.00159836788572164
"551",24,"window",1.42224772334581e-05
"552",25,"window",6.72439742469321e-06
"553",26,"window",7.63854050951541e-06
"554",27,"window",1.66955322756851e-05
"555",28,"window",6.21120782643184e-05
"556",29,"window",1.35508774837099e-05
"557",30,"window",1.73367044972899e-05
"558",31,"window",9.86987035304054e-06
"559",1,"build",0.00132524132791231
"560",2,"build",0.000885709368517991
"561",3,"build",0.000883037938852751
"562",4,"build",0.00120843811845985
"563",5,"build",0.00339947059694472
"564",6,"build",0.00395113768995637
"565",7,"build",0.000325443345899019
"566",8,"build",0.00238057488074384
"567",9,"build",0.000811113871297706
"568",10,"build",6.10866203109255e-05
"569",11,"build",0.000386440566476717
"570",12,"build",0.00253219991314646
"571",13,"build",0.013130257027779
"572",14,"build",0.000576962804090662
"573",15,"build",0.00359182808010469
"574",16,"build",0.00123908436290794
"575",17,"build",0.00132608787785266
"576",18,"build",0.00172569533218233
"577",19,"build",0.000686734100499979
"578",20,"build",0.00938422475666279
"579",21,"build",0.00345909297772361
"580",22,"build",0.00136920028353955
"581",23,"build",0.00331623261799047
"582",24,"build",0.00584715469530882
"583",25,"build",0.00121875753538833
"584",26,"build",0.00196309653805944
"585",27,"build",0.000976173442109408
"586",28,"build",0.00566645049792677
"587",29,"build",0.000438327585509799
"588",30,"build",0.00223642537844974
"589",31,"build",0.00191776806812912
"590",1,"vm",4.8601977467771e-06
"591",2,"vm",1.39057808295589e-05
"592",3,"vm",4.01680459643893e-05
"593",4,"vm",7.79025387586893e-06
"594",5,"vm",6.52696881463085e-06
"595",6,"vm",1.6734944444499e-05
"596",7,"vm",1.48618724246396e-05
"597",8,"vm",1.39381844541269e-05
"598",9,"vm",1.02197859932769e-05
"599",10,"vm",9.81395132022756e-06
"600",11,"vm",9.02988409216573e-06
"601",12,"vm",1.038051743018e-05
"602",13,"vm",7.72844535762875e-06
"603",14,"vm",1.27062003533435e-05
"604",15,"vm",6.21097251711676e-06
"605",16,"vm",0.0139550906615993
"606",17,"vm",7.64723815871896e-06
"607",18,"vm",1.28568390823706e-05
"608",19,"vm",9.26234876513325e-06
"609",20,"vm",0.00316440012982808
"610",21,"vm",5.24675067494919e-06
"611",22,"vm",1.18097339703061e-05
"612",23,"vm",1.26465943965651e-05
"613",24,"vm",1.42224772334581e-05
"614",25,"vm",6.72439742469321e-06
"615",26,"vm",7.63854050951541e-06
"616",27,"vm",1.66955322756851e-05
"617",28,"vm",9.9786976162956e-06
"618",29,"vm",1.35508774837099e-05
"619",30,"vm",6.26242284555031e-05
"620",31,"vm",9.86987035304054e-06
"621",1,"late",0.000182603811422906
"622",2,"late",1.39057808295589e-05
"623",3,"late",0.000798750949563915
"624",4,"late",0.00116773819084684
"625",5,"late",0.00116592479149225
"626",6,"late",1.6734944444499e-05
"627",7,"late",5.3684556608937e-05
"628",8,"late",0.000523675319039605
"629",9,"late",9.03091945237199e-05
"630",10,"late",8.67229548062744e-05
"631",11,"late",9.02988409216573e-06
"632",12,"late",0.000362892906078692
"633",13,"late",0.00376279047048128
"634",14,"late",4.58977652790681e-05
"635",15,"late",0.000298252184899815
"636",16,"late",1.02266113537318e-05
"637",17,"late",0.000806702171306563
"638",18,"late",8.00269760666828e-05
"639",19,"late",0.000952883717252954
"640",20,"late",3.16208141061835e-05
"641",21,"late",5.24675067494919e-06
"642",22,"late",0.00102985264614724
"643",23,"late",1.26465943965651e-05
"644",24,"late",1.42224772334581e-05
"645",25,"late",6.72439742469321e-06
"646",26,"late",7.63854050951541e-06
"647",27,"late",1.66955322756851e-05
"648",28,"late",9.9786976162956e-06
"649",29,"late",1.35508774837099e-05
"650",30,"late",1.73367044972899e-05
"651",31,"late",0.00271702271854883
"652",1,"version",4.8601977467771e-06
"653",2,"version",0.000122881229290613
"654",3,"version",0.00046160299240857
"655",4,"version",0.00462723203795323
"656",5,"version",0.000177026648620163
"657",6,"version",6.04505305057421e-05
"658",7,"version",1.48618724246396e-05
"659",8,"version",1.39381844541269e-05
"660",9,"version",1.02197859932769e-05
"661",10,"version",6.10866203109255e-05
"662",11,"version",9.02988409216573e-06
"663",12,"version",1.038051743018e-05
"664",13,"version",0.0190858661536472
"665",14,"version",1.27062003533435e-05
"666",15,"version",3.86599961151944e-05
"667",16,"version",0.00177337034184455
"668",17,"version",7.64723815871896e-06
"669",18,"version",0.000886068619878429
"670",19,"version",0.00271914935570452
"671",20,"version",0.00195244900768749
"672",21,"version",5.24675067494919e-06
"673",22,"version",0.00238724319571648
"674",23,"version",0.00400998568294519
"675",24,"version",1.42224772334581e-05
"676",25,"version",2.42900950763401e-05
"677",26,"version",2.75921935457391e-05
"678",27,"version",1.66955322756851e-05
"679",28,"version",3.6045387940307e-05
"680",29,"version",4.8948936485884e-05
"681",30,"version",0.000832512135745127
"682",31,"version",0.0493058341155945
"683",1,"problem",0.00235361509275276
"684",2,"problem",0.000122881229290613
"685",3,"problem",0.00383308256396202
"686",4,"problem",0.00415918287040354
"687",5,"problem",0.00476346803538897
"688",6,"problem",0.00128448694022055
"689",7,"problem",0.000946606292847777
"690",8,"problem",0.000851363476987411
"691",9,"problem",0.00356085023084291
"692",10,"problem",0.00203508437645279
"693",11,"problem",0.00135355544008713
"694",12,"problem",0.00196275682379117
"695",13,"problem",0.002975438755536
"696",14,"problem",0.00416165181606892
"697",15,"problem",0.00078498753887098
"698",16,"problem",0.00190694183657871
"699",17,"problem",0.00422266201051359
"700",18,"problem",0.0032034383458372
"701",19,"problem",0.00361437988478271
"702",20,"problem",0.00417054823122781
"703",21,"problem",0.00170475838620683
"704",22,"problem",0.00510202429485496
"705",23,"problem",0.0023251568109123
"706",24,"problem",0.00105449064351441
"707",25,"problem",0.00118362614008503
"708",26,"problem",0.00383873992346446
"709",27,"problem",0.00123784923570042
"710",28,"problem",0.00146971335576093
"711",29,"problem",0.00479228884277721
"712",30,"problem",0.00241757547428259
"713",31,"problem",0.00346471255281243
"714",1,"hand",0.000461915204342537
"715",2,"hand",1.39057808295589e-05
"716",3,"hand",0.000579604777412941
"717",4,"hand",0.000496189385232065
"718",5,"hand",0.00126822459937557
"719",6,"hand",0.000497606391118173
"720",7,"hand",1.48618724246396e-05
"721",8,"hand",0.000887773272314945
"722",9,"hand",0.000410666828645491
"723",10,"hand",9.81395132022756e-06
"724",11,"hand",0.0027688454990292
"725",12,"hand",1.038051743018e-05
"726",13,"hand",0.000593195105188736
"727",14,"hand",0.000411004979462039
"728",15,"hand",0.000411823767493087
"729",16,"hand",1.02266113537318e-05
"730",17,"hand",0.000786725797977866
"731",18,"hand",0.000718143277417648
"732",19,"hand",0.000178630286698845
"733",20,"hand",8.75381180164409e-06
"734",21,"hand",0.0019651674271351
"735",22,"hand",0.000289457800927651
"736",23,"hand",7.87183148684431e-05
"737",24,"hand",1.42224772334581e-05
"738",25,"hand",6.72439742469321e-06
"739",26,"hand",0.00146425521215384
"740",27,"hand",0.000714497648518393
"741",28,"hand",9.9786976162956e-06
"742",29,"hand",1.35508774837099e-05
"743",30,"hand",0.000379636896162995
"744",31,"hand",0.00080912452077275
"745",1,"container",1.75561701522149e-05
"746",2,"container",0.00633448179157069
"747",3,"container",6.45325024885483e-06
"748",4,"container",7.79025387586893e-06
"749",5,"container",6.52696881463085e-06
"750",6,"container",0.0461803938251172
